Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,Highway l/100km,City l/100km,Popularity,Price
Cadillac,CTS Wagon,2012,regular unleaded,318,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Wagon,9,13,1624,42869
Cadillac,CTS Wagon,2012,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,8,13,1624,34984
Cadillac,CTS Wagon,2012,regular unleaded,318,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Wagon,9,13,1624,41292
Cadillac,CTS Wagon,2012,regular unleaded,318,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Wagon,9,13,1624,38254
Cadillac,CTS Wagon,2013,regular unleaded,318,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Wagon,9,13,1624,36677
Cadillac,CTS Wagon,2013,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,9,13,1624,34984
Cadillac,CTS Wagon,2013,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,9,13,1624,34117
Cadillac,CTS Wagon,2013,regular unleaded,318,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Wagon,9,13,1624,41292
Cadillac,CTS Wagon,2013,regular unleaded,318,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Wagon,9,13,1624,38254
Cadillac,CTS Wagon,2013,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,9,13,1624,32540
Cadillac,CTS Wagon,2013,regular unleaded,318,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Wagon,9,13,1624,42869
Cadillac,CTS Wagon,2013,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,9,13,1624,36561
Cadillac,CTS Wagon,2014,regular unleaded,318,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Wagon,9,13,1624,41329
Cadillac,CTS Wagon,2014,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,9,13,1624,36598
Cadillac,CTS Wagon,2014,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,9,13,1624,35021
Cadillac,CTS Wagon,2014,regular unleaded,318,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Wagon,9,13,1624,38258
Cadillac,CTS Wagon,2014,regular unleaded,318,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Wagon,9,13,1624,36681
Cadillac,CTS Wagon,2014,regular unleaded,318,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Wagon,9,13,1624,42906
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Luxury,Performance",Large,Sedan,9,13,1624,45625
Cadillac,CTS,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,7,11,1624,42554
Cadillac,CTS,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,8,12,1624,44214
Cadillac,CTS,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,8,12,1624,51518
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Luxury,Performance",Large,Sedan,9,13,1624,52929
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,High-Performance",Large,Sedan,8,13,1624,51269
Cadillac,CTS,2015,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,9,14,1624,57552
Cadillac,CTS,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,8,12,1624,39296
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Luxury,Performance",Large,Sedan,9,13,1624,49277
Cadillac,CTS,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,7,11,1624,37636
Cadillac,CTS,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,7,11,1624,46206
Cadillac,CTS,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,8,12,1624,47866
Cadillac,CTS,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,7,11,1624,49858
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,High-Performance",Large,Sedan,8,13,1624,43965
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,High-Performance",Large,Sedan,8,13,1624,47617
Cadillac,CTS,2015,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,9,14,1624,49252
Cadillac,CTS,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,7,11,1624,48376
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,7,11,1624,37814
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,7,11,1624,50368
Cadillac,CTS,2016,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,9,14,1624,49762
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,7,11,1624,42566
Cadillac,CTS,2016,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,9,14,1624,58062
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,8,11,1624,44226
Cadillac,CTS,2016,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,8,12,1624,50036
Cadillac,CTS,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,7,11,1624,44226
Cadillac,CTS,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,7,11,1624,52028
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,8,11,1624,48376
Cadillac,CTS,2016,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,8,12,1624,53688
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,8,11,1624,52028
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,7,11,1624,46716
Cadillac,CTS,2016,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,8,12,1624,45886
Cadillac,CTS,2016,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,8,11,1624,39474
Cadillac,CTS,2017,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,8,12,1624,50791
Cadillac,CTS,2017,premium unleaded (recommended),268,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,7,10,1624,42906
Cadillac,CTS,2017,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,9,14,1624,58759
Cadillac,CTS,2017,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,8,11,1624,39835
Cadillac,CTS,2017,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,8,12,1624,46226
Cadillac,CTS,2017,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,7,11,1624,49131
Cadillac,CTS,2017,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,7,11,1624,44566
Cadillac,CTS,2017,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,8,11,1624,44566
Cadillac,CTS,2017,premium unleaded (required),420,6,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Large,Sedan,9,14,1624,50376
Cadillac,CTS,2017,premium unleaded (recommended),268,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,7,10,1624,38175
Mazda,CX-3,2016,regular unleaded,146,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,6,8,586,16566
Mazda,CX-3,2016,regular unleaded,146,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,6,8,586,18226
Mazda,CX-3,2016,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,7,8,586,21779
Mazda,CX-3,2016,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,7,8,586,19264
Mazda,CX-3,2016,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,7,8,586,17604
Mazda,CX-3,2016,regular unleaded,146,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,6,8,586,20741
Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,6,8,586,20741
Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,6,8,586,16566
Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,6,8,586,18226
Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,7,8,586,19264
Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,7,8,586,21779
Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,7,8,586,17604
Mazda,CX-5,2014,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,18919
Mazda,CX-5,2014,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,19957
Mazda,CX-5,2014,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,20596
Mazda,CX-5,2014,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,21633
Mazda,CX-5,2014,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,24128
Mazda,CX-5,2014,regular unleaded,155,4,MANUAL,front wheel drive,4,Crossover,Midsize,4dr SUV,6,9,586,17757
Mazda,CX-5,2014,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,23090
Mazda,CX-5,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,23215
Mazda,CX-5,2015,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,24252
Mazda,CX-5,2015,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,21758
Mazda,CX-5,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,Crossover,Midsize,4dr SUV,6,9,586,17882
Mazda,CX-5,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,20720
Mazda,CX-5,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,19044
Mazda,CX-5,2015,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,20081
Mazda,CX-5,2015,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,20247
Mazda,CX-5,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,Crossover,Midsize,4dr SUV,6,9,586,18089
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,21965
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,20289
Mazda,CX-5,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,Crossover,Midsize,4dr SUV,6,9,586,18089
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,19251
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,20662
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,24792
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,23713
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,24460
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,20928
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,20928
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,19583
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,23422
Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,7,9,586,22007
Mazda,CX-7,2010,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,9,13,586,21538
Mazda,CX-7,2010,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,10,13,586,22949
Mazda,CX-7,2010,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,9,13,586,26008
Mazda,CX-7,2010,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,10,13,586,27419
Mazda,CX-7,2010,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,11,586,18011
Mazda,CX-7,2010,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,11,586,18666
Mazda,CX-7,2011,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,11,13,586,27672
Mazda,CX-7,2011,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,9,13,586,26261
Mazda,CX-7,2011,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,11,586,18251
Mazda,CX-7,2011,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,11,13,586,23202
Mazda,CX-7,2011,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,11,586,18919
Mazda,CX-7,2011,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,11,586,21903
Mazda,CX-7,2011,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,9,13,586,21791
Mazda,CX-7,2012,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,9,13,586,21957
Mazda,CX-7,2012,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,9,13,586,26427
Mazda,CX-7,2012,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,11,586,22069
Mazda,CX-7,2012,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,11,586,19085
Mazda,CX-7,2012,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,11,13,586,23368
Mazda,CX-7,2012,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,11,13,586,27838
Mazda,CX-7,2012,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,8,11,586,18417
Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,10,14,586,26207
Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,9,13,586,24887
Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,9,13,586,26958
Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,4dr SUV,10,14,586,30398
Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,"Crossover,Performance",Large,4dr SUV,9,13,586,29079
Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,10,14,586,28278
Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,"Crossover,Performance",Large,4dr SUV,9,13,586,29079
Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,4dr SUV,10,14,586,30398
Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,10,14,586,26207
Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,10,14,586,28278
Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,9,13,586,26958
Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,9,13,586,24887
Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,10,586,29855
Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,8,11,586,27655
Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,8,11,586,34835
Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,10,586,33341
Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,8,10,586,26161
Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,8,11,586,36532
Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,all wheel drive,4,Crossover,Large,4dr SUV,8,11,586,31349
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,11,15,1851,23762
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,13,16,1851,26252
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,11,15,1851,19679
Dodge,Dakota,2009,regular unleaded,210,6,MANUAL,rear wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,11,14,1851,20965
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,13,16,1851,24364
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,13,16,1851,25767
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,11,15,1851,19679
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,13,16,1851,24364
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,13,16,1851,23206
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,13,16,1851,25028
Dodge,Dakota,2009,regular unleaded,210,6,MANUAL,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,12,15,1851,23414
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,13,16,1851,23206
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,11,15,1851,21916
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,13,16,1851,24887
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,13,16,1851,22252
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,11,15,1851,22671
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,11,15,1851,21916
Dodge,Dakota,2009,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,11,15,1851,18724
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,11,15,1851,21849
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,13,16,1851,23140
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,11,15,1851,21003
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,13,16,1851,23451
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,11,15,1851,19612
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,13,16,1851,22414
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,11,15,1851,19612
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,13,16,1851,24298
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,11,15,1851,18886
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,13,16,1851,27539
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Extended Cab Pickup,13,16,1851,23140
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,13,16,1851,24298
Dodge,Dakota,2010,flex-fuel (unleaded/E85),302,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,12,16,1851,26032
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,11,15,1851,21849
Dodge,Dakota,2010,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Compact,Crew Cab Pickup,11,15,1851,25049
Dodge,Daytona,1991,regular unleaded,152,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,9,13,1851,1660
Dodge,Daytona,1991,regular unleaded,152,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,9,13,1851,1660
Dodge,Daytona,1991,regular unleaded,152,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,9,13,1851,1660
Dodge,Daytona,1991,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,7,11,1851,1660
Dodge,Daytona,1991,regular unleaded,141,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,9,13,1851,1660
Dodge,Daytona,1991,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,7,11,1851,1660
Dodge,Daytona,1992,regular unleaded,224,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,9,13,1851,1660
Dodge,Daytona,1992,regular unleaded,141,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,9,13,1851,1660
Dodge,Daytona,1992,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,8,11,1851,1660
Dodge,Daytona,1992,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,8,11,1851,1660
Dodge,Daytona,1993,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,8,10,1851,1660
Dodge,Daytona,1993,regular unleaded,100,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,8,10,1851,1660
Dodge,Daytona,1993,regular unleaded,141,6,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,9,13,1851,1660
Dodge,Daytona,1993,regular unleaded,224,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,9,13,1851,1660
Cadillac,DeVille,2003,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,9,14,1624,40794
Cadillac,DeVille,2003,regular unleaded,300,8,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Large,Sedan,9,14,1624,40794
Cadillac,DeVille,2003,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,9,14,1624,36852
Cadillac,DeVille,2004,regular unleaded,300,8,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Large,Sedan,9,14,1624,42122
Cadillac,DeVille,2004,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,9,14,1624,42122
